leg,decision,missing,families,n_families,s3_applied,source,id,doi,year,journal,title,abstract
P1_psych,EXCLUDE,S1_PARTITION,,0,True,openalex,W2312944353,10.1097/01.hj.0000324318.76263.93,2008,The Hearing Journal,The Best of 2007,"FigureAs I reviewed the 2007 journals looking for audiologic rehabilitation (AR) articles I was struck by the diversity of the offerings. In addition to tried and true research papers and topics, this year's selections include tutorial/review papers and others that hopefully will cause you to think outside the traditional AR box. I hope that this year's selections will also stimulate you to read further in a new area or to revisit a known topic from a different perspective. GREAT FOR THE CLINICIAN Age-related declines in sensory and cognitive abilities are well documented in our literature. In addition, some investigations have reported that males may show greater declines in these areas than females. These reports led Nancy Tye-Murray, Mitchell Sommers, and Brent Spehar to study age and gender effects on lipreading. The authors designed a study to test the hypothesis that gender differences in lipreading among adults increase with age. All participants in the study had normal hearing and vision and the older ones were screened to rule out cognitive impairments. The participants—older females, older males, younger females, and younger males—were all tested on a vision-only speech-recognition test for (1) consonant, (2) word, and (3) sentence stimuli. Results, published in Journal of the American Academy of Audiology (JAAA), revealed that older participants scored lower than the younger participants on lipreading tests and that these differences were consistent across gender. A second finding of the study was that there were no differences in lipreading abilities between genders across stimulus type (consonants, words, or sentences). The authors suggest that the counseling component in an AR program for older adults should address the age-related decline of lipreading ability. A second article that I liked also happens to be by Tye-Murray, Sommers, and Spehar. Writing in Ear and Hearing, they evaluate the effects of age-related hearing impairment on lipreading and audio-visual integration. Two groups of older adults (matched for age) took part in the study. One group of subjects had normal hearing while those in the other group exhibited mild-to-moderate hearing impairments. Both groups were tested under three conditions (auditory only, vision only, and auditory-visual) with consonants, words, and sentences being used as stimuli. All stimuli were presented in a background of multi-talker babble in order to equate auditory-only performance across groups. The overall results show that those with age-related hearing impairment did not perform better on visual or auditory-visual speech perception tasks than the age-matched normal-hearing participants. The authors suggest that assessing all three modalities will assist the clinician in determining a specific modality for intervention in the rehabilitation program. As the demographics of our clinical population change, audiologists are seeing a significant increase in elderly patients in their practices. Many of them exhibit both hearing and vision impairment, a combination that may require different rehabilitation strategies from those commonly employed with patients who have hearing impairment alone. In their article in Trends in Amplification, Gabrielle Saunders and Katharina Echt provide an excellent overview of dual sensory impairment (DSI) by reviewing both its normal age-related causes and effects as well as those resulting from pathologic conditions. The literature they cite suggests that DSI affects psychological, psychosocial, and functional domains and is associated with depressive symptoms, including poor self-rated health and decreased participation in social activities as compared with persons without sensory impairment. DSI is also associated with cognitive decline as measured by the Mini-Mental State Exam. The authors offer useful suggestions as to how rehabilitative interventions should be modified in relation to cognitive function and patient-provider communication. They recommend that careful attention be given to the lighting and acoustics of the rehabilitative environment; that multiple perceptual channels (visual, auditory, and tactile) be used in rehabilitation; that the provider use “clear speech” in communicating; that written materials be clearly printed and geared to appropriate reading levels); and that appropriate assistive listening devices be employed to insure an appropriate signal-to-noise level. In addition, the article gives directions for future research efforts designed to develop more effective rehabilitative protocols for patients with DSI. This article should be required reading for audiologists, particularly those who work with older patients. BEST QUICK READ In the early years of our profession, auditory training and/or speech reading were integral components of most AR programs. But as audiologists became more involved in selecting and fitting hearing aids, time commitments and the lack of quantifiable evidence to support"
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W2027145876,10.1007/s10409-008-0204-8,2008,Acta Mechanica Sinica,"Dynamics of firing patterns, synchronization and resonances in neuronal electrical activities: experiments and analysis",
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W835110381,10.1044/leader.ftr6.14102009.14,2009,ASHA Leader,Personal Music Players: Are We Measuring the Sound Levels Correctly?,"You have accessThe ASHA LeaderFeature1 Aug 2009Personal Music Players: Are We Measuring the Sound Levels Correctly? Elliott H. Berger, MS Susan C. Megerson, andMA, CCC-A Michael E. Stergar Elliott H. Berger Google Scholar More articles by this author , MS, Susan C. Megerson Google Scholar More articles by this author , MA, CCC-A and Michael E. Stergar Google Scholar More articles by this author https://doi.org/10.1044/leader.FTR6.14102009.14 SectionsAbout ToolsAdd to favorites ShareFacebookTwitterLinked In With the introduction of the Walkman® by Sony in the late 1970s, personal music listening habits were forever changed, only to be supercharged early in this century by Apple’s iPod® players. The proliferation of personal music players (PMPs) is a cultural change that raises concern because of the tremendous quantity of audio stimulation that users—especially children—can now regularly introduce to their ears. Much has been reported about the use of PMPs in the scientific and trade literature as well as in the popular media. A Google search for the 12 months from January 2008 to January 2009 for the terms “warning music ‘hearing loss’” yielded 19,000 hits. Although a number of these hits represented measured information and advice, many included dire predictions such as this 2009 headline from News.Com.Au: “Experts warn of MP3 player hearing loss ‘catastrophe.’” The purpose of this article is to provide a factual basis to assess the potential risks of PMP use by offering guidance on how audiologists can accurately measure PMP sound levels to estimate realistically the risk of hearing damage. The sidebar (see at end of article) and Figure 1 (directly below) summarize the potential risks of PMP use relative to other noisy activities for young people. Regardless of whether an audiologist chooses to measure earphone outputs, it is important to understand the relative risk of music listening so that clients may be counseled appropriately. Download figure Download PowerPoint Although PMPs may not be the bane of young people’s hearing, these devices can be played too loudly, too long, and too often. Indeed, studies indicate that most of these devices are capable of producing high sound levels (Fligor & Cox, 2004; Keith et al., 2008; Portnuff & Fligor, 2006). Investigations of typical PMP listening levels suggest that most users adhere to safe levels, although there is evidence that a small percentage do not. Some young people (estimates vary widely) play PMPs at sound levels of 85 dBA or greater especially when background noise is present, using higher volume settings with louder background noise (Airo et al., 1996; Fligor & Ives, 2006; Portnuff et al., 2009). One mitigating factor in the presence of background noise is earphone type. Listeners tend to choose lower output levels in noisy environments when using sound-isolating earphones (Fligor & Ives, 2006). Only a handful of studies have attempted to factor in PMP use times, which are needed to estimate eight-hour equivalent average exposures. These results suggest that about 15% to perhaps as many as 25% of users would be expected to have exposures equal to or exceeding 85 dBA on an occasional or routine basis (Airo et al., 1996; Portnuff et al., 2009; Williams, 2005). Of concern is that the rate of PMP use is on the rise. Average listening time has increased over the past 20 years, from about 40 minutes per day in the 1980s to an hour per day in the 1990s to two hours per day in this decade (Ahmed et al., 2006; Airo et al., 1996; Bradley et al., 1987; Felchlin et al., 1998; Passchier-Vermeer, 1999; Rice, Rossi, & Olina, 1987; Torre, 2008; Williams, 2005). Although hearing risk from PMPs may not be a widespread public health concern, further research is underway. It is important for hearing professionals to identify those individuals who are at risk by accurately measuring PMP sound levels to assess more sensibly the likelihood of hearing damage. Accurate Measurement of Earphone Sound Levels Measurement of sound levels is easy today because of the wide array of instrumentation available from consumer-oriented suppliers and sophisticated instrument manufacturers. But correct measurement of sound levels—particularly for earphone devices—is another matter. The key to understanding the problem is related to the transfer function of the open ear (TFOE), also referred to as the head-related transfer function (HRTF). Because of resonances of the ear, sound levels at the eardrum will be higher than those measured outside the ear (see Figure 2 below). Download figure Download PowerPoint Sound levels generated by earphones are often measured by placing the earphones on an ear simulation device, such as an artificial head with representative ear canal or perhaps an audiometric earphone coupler. The levels reported are those at the microphone diaphragm in the ear canal, represented by point A in Figure 2 above. However, noise hazard, which is based on the relationship bet"
P1_psych,EXCLUDE,S1_PARTITION,,0,False,openalex,W2274721526,10.1096/fasebj.23.1_supplement.776.2,2009,The FASEB Journal,Global analysis of miRNA expression in endothelial cells under different flow patterns,"Fluid shear stress plays an important role in regulating functions of vascular endothelial cells (ECs). Focal nature of atherosclerotic plaques reveals that pulsatile flow (PS) along the straight part of arterial tree has athero‐protective effects, whereas oscillatory flow (OS) at bifurcations induces pro‐atherosclerotic responses. MicroRNAs (miRNAs) affect post‐transcriptional modulation of stability of target mRNAs; there is evidence that miRNAs may modulate EC functions. Using microfluidic microarray (µParafloTM), we profiled miRNA expression levels in human ECs under 24‐hr PS and OS flows, as well as static control. 24‐hr PS flow caused significant changes in expression of 42 miRNAs (12 up‐regulated, 30 down‐regulated) in ECs in comparison with static cells. We also found that 24‐hr OS flow caused differential expressions of 68 miRNAs (42 up‐regulated, 26 down‐regulated) in comparison to ECs under 24‐hr PS flow. Many of these miRNAs have been shown to regulate cell cycle and inflammatory proteins. Our results demonstrated that miRNA expression level can be differentially regulated by different flow patterns, consequently modulating EC functions related to proliferation and inflammation."
P1_psych,EXCLUDE,S1_PARTITION,,0,False,openalex,W2316070375,10.1097/01.hj.0000352174.18874.61,2009,The Hearing Journal,AAS meeting draws record attendance to program rich in scientific research,"Figure: Carhart Lecturer Mike Merzenich, right, was honored by Jay Rubinstein, incoming president of AAS.Marking a decade of stand-alone annual meetings, the American Auditory Society's 2009 gathering held March 5-7, in Scottsdale, AZ, drew approximately 470 people from diverse disciplines, but with a shared interest in the ear, hearing, and balance. This was the largest turnout yet, and more than triple the attendance in 1999, when AAS first met separately from the annual convention of the American Academy of Audiology or American Speech-Language-Hearing Association. The researchers, teachers, engineers, practitioners, and students enjoyed an educational program characteristically packed full with scientific research presentations, many by world leaders in their fields. In all, about 70 papers were presented and more than 100 posters displayed. CARHART LECTURE Mike Merzenich, PhD, gave the annual Carhart Memorial Lecture, which honors the man widely regarded as the father of audiology. Merzenich, a neuroscientist who was on the team that invented the cochlear implant in the 1980s, is professor emeritus at the University of California at San Francisco and founder and chief scientific officer of Posit Science and Scientific Learning Corp. In his overview of what he termed “the brain plasticity revolution,” he discussed the implications of brain plasticity for hearing, hearing loss, and its treatment. From birth to about age 12, he explained, thanks to “the miracle of brain plasticity,” a child develops most of the characteristics, abilities, and thoughts “that make him a unique person.” While the brain become less plastic with age, Merzenich said, “We have a lifelong ability to change our brain.” And, he noted, in adulthood, unlike early childhood, cortical plasticity “is controlled from the top.” An “older bran controls its own plasticity by the mastery of skill after skill.” An example of this occurs with cochlear implants. While the devices deliver a speech signal different from normal speech to the wearer, the brain learns to understand it and in doing so changes. “This,” he said, is “a miracle of brain plasticity, not of science.” Brain plasticity can be negative as well as positive, and trauma, disease, and aging can all cause negative changes in the brain. On the brighter side, the speaker stated, brain plasticity can be reversed or offset through training. With advanced age, the brain's ability to perceive and process sound slows and becomes less accurate. But, there are software programs including, he disclosed, some developed by companies with which he is associated that people can use to refine their listening skills. Deteriorating hearing is just one of many problems that such training software shows promise of addressing, Merzenich said, adding that exercising the brain can have benefits at any age and for many functions, including memory and cognition, learning rate, driving ability, and independence. TRANSLATIONAL RESEARCH A hallmark of AAS meetings is a series of papers on “translational research” presented by eminent scientists in fields that often lie outside the usual borders of hearing science and audiology. The first of these lectures, entitled “Genetics and Hearing,” was a prime example. The speaker, Mary-Claire King, PhD, is a geneticist at the University of Washington. Her accomplishments have included identifying genes linked to breast and ovarian cancer and using DNA to identify Argentineans who as children in the 1970s were taken from their parents by a military dictatorship and given to supporters of the regime to raise. Although King had no background in hearing science, she developed an interest in the genetics of hearing loss. She recounted studies she has made of families in which hearing loss has been common for generations. This research took her to Costa Rica and to the Middle East, where she studied both Israeli and Palestinian families and identified specific genes responsible for inherited hearing loss. King said that research in this area improves our understanding of the ear, leads to better diagnostic and counseling approaches, and offers potential for treatment of genetic hearing loss. Music and the brain Like the Carhart Lecturer, Robert Zatorre, PhD, of the Montreal Neurological Institute at McGill University, addressed plasticity of the brain, in this case in relation to music. Zatorre and other researchers have identified a “pitch-sensitive region” of the auditory cortex and found that its structure is different and more developed in musicians than in the population at large. The speaker noted that structural changes in the brain caused by exposure to music have been shown to affect function. For example, subjects in a study whose brain showed characteristics typical of musicians did better than other subjects at recognizing if two tunes were different or if they were identical, only transposed to a higher or lower key. Among Zatorre's conclusions were that brain"
P2_within,EXCLUDE,S1_PARTITION,,0,False,openalex,W3111396002,10.1201/b13208-11,2009,,Psychopharmacology: antipsychotics and organic disorders: Questions,"NREM sleep d. Antidepressant and antipsychotic drugs increase delta activity on EEG e. Benzodiazepines increase beta activity and decrease alpha activity on EEG 7 . P sy c h o p h a rm a c o lo g y : a n tip sy c h o tic s a n d o rg a n ic d iso rd e rs: Q u e stio n s a. Tricyclic drugs cause impaired ejaculation b. 5-HT agents may inhibit orgasm c. Dopamine agonists may lead to enhanced erection and libido d. Yohimbine is an a2-adrenoreceptor antagonist, used as a treatment for both idiopathic and drug-induced male sexual dysfunction e. All of the above 50) A 48-year-old man with bipolar disorder had been stable on lithium monotherapy for 5 years. Over the last several months, he has become increasingly withdrawn, with fatigue and poor concentration. He has recently gained weight and complains of constipation. He has developed a dislike of cold and his voice is hoarse. On examination he has bradycardia, dry skin and slowly releasing reﬂexes. The most probable cause of his problems is: a. Lithium toxicity b. Hyperparathyroidism c. Nephrogenic diabetes insipidus d. Hypothyroidism e. Myasthenia gravis 7 . P sy c h o p h a rm a c o lo g y : a n tip sy c h o tic s a n d o rg a n ic d iso rd e rs: Q u e stio n s 1) e. Mechanism of action of clozapine involves the D4 and 5-HT receptors. In therapeutic concentrations it may occupy only 40-60% of D2 receptors. Antipsychotic effects are usually obtained when D2 occupancy is 60-70%."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W788768982,10.1044/leader.ftr2.15112010.16,2010,ASHA Leader,Classroom Acoustics: What Possibly Could Be New?,"You have accessThe ASHA LeaderFeature1 Sep 2010Classroom Acoustics: What Possibly Could Be New? Peggy B. Nelson andPhD, CCC-A Susan B. Blaeser Peggy B. Nelson Google Scholar More articles by this author , PhD, CCC-A and Susan B. Blaeser Google Scholar More articles by this author https://doi.org/10.1044/leader.FTR2.15112010.16 SectionsAbout ToolsAdd to favorites ShareFacebookTwitterLinked In Many audiologists and speech-language pathologists work with children, and we know that a child’s ability to hear and listen is very different from that of an adult. When it comes to designing schools, however, not everyone seems to understand the implications of this difference. Many architects and designers simply are not aware that children develop their ability to understand speech over time, and may create a school that is “good enough” for adult listening but inadequate for children. Audiologists and SLPs must be the advocates for children in school design and insist that classrooms be designed with children’s developmental needs in mind. ASHA has been actively involved for more than 15 years in the development of standards for school acoustics. In 1997 a family filed a complaint with the U.S. Department of Justice claiming the local school was just too noisy for their child, who had a hearing loss, to have appropriate access to spoken information. ASHA got involved, as did the U.S. Access Board, an independent federal agency devoted to accessibility for people with disabilities. Around the same time, the Los Angeles Unified School District invested in room air conditioners that sometimes pumped 65 dB of sound into the room, and teachers and students pressed for quieter solutions. A flurry of activity resulted that continued a long tradition of advocacy by ASHA and other organizations (see “Classroom Acoustics Standard Timeline” [PDF] for a timeline of classroom acoustics activities). Noise in classrooms is unwanted sound that is usually caused by heating, ventilating, and air-conditioning equipment (HVAC), noise from outside the building leaking through windows and doors, and noise from adjacent rooms and hallways coming through walls and doors. Reverberation is the persistence of sound after its source quiets and arises from sound reflecting from hard walls, floors, and ceilings. Reverberation time (RT60) is defined as the length of time in seconds required for the sound level to reduce by 60 dB once the sound source has been turned off. American National Standard So what’s really new? Significant progress has been made recently in classroom acoustics standards development. The American National Standards Institute (ANSI), which oversees the creation, promulgation, and use of thousands of standards and guidelines, recently revised and reissued the American National Standard addressing classroom acoustics (see next page). The standard, like all American National Standards, is voluntary, and becomes mandatory only if the standard is incorporated into laws such as building codes. Unfortunately, the International Code Council (ICC), which develops codes and standards used to construct homes and schools, rejected a proposal to reference the new ANSI standards in its revised building code at its May meeting (see The ASHA Leader, Aug. 3, 2010). This rejection is significant because many state and local governments adopt the International Building Code in their municipal building codes, a move that turns the voluntary guidelines into law. The next opportunity to revise the International Building Code is in 2015. Two months after this setback, the effort to require compliance with the standards shifted to the regulatory tract. The policy board of the U.S. Access Board, which is charged with developing accessibility guidelines for the Americans with Disabilities Act and Architectural Barriers Act, voted unanimously to include a reference to the new classroom acoustics standards in guidelines for both acts. If the standards become part of the rules, any entity accepting federal funding—including all public and some private schools—would be required to comply. Although the Access Board indicated that the classroom acoustics rulemaking will be placed on a fast track, the rulemaking process can take up to several years. The process involves development of the rule and cost-benefit analysis, review by the U.S. Office of Management and Budget (OMB), publication of the proposed rule in the Federal Register, a period for public comment and public hearings, revisions based on public feedback, resubmission to OMB for review, and publication of the final rule in the Federal Register. Revised Classroom Standards The American National Standard addressing classroom acoustics was first published by the Acoustical Society of America (ASA) in 2002. The new ANSI standards include several changes: The standard was revised in the form of a series of documents. The original standard with some modifications became Part 1 of the series and is l"
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W2030144998,10.1016/j.bpc.2011.05.003,2011,Biophysical Chemistry,Internal noise enhanced oscillation in a delayed circadian pacemaker,
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W2048331308,10.1016/j.physa.2011.08.025,2011,Physica A Statistical Mechanics and its Applications,An independent test of methods of detecting system states and bifurcations in time-series data,
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,True,openalex,W1985092783,10.1093/sysbio/syq097,2011,Systematic Biology,Taxon Sampling and the Optimal Rates of Evolution for Phylogenetic Inference,"Optimal rates of evolution and the informativeness of characters for phylogenetic inference have received increasing attention as the effort to distinguish phylogenetic signal and noise from large data sets intensifies. Ascertaining optimal rates for character evolution and predicting sequences featuring high phylogenetic utility are challenging tasks for which little theory has been developed. We argue for the usage of predictive theoretical tools that identify phylogenetic signal for quartets of taxa. We demonstrate analytically that, under an infinite states model, phylogenetically optimal rates of character evolution increase with greater taxon sampling. Finally, we argue for the development of increasingly sophisticated tools for the prediction of phylogenetic informativeness that incorporate higher taxon sampling and that directly account for phylogenetic noise. In a recent paper, Klopfstein et al. (2010) evaluate and critique profiles of phylogenetic informativeness (Townsend 2007), a method designed to inform the choice of markers for phylogenetic inference, and to interpret of the power of data sets to resolve short deep internodes in the history of life. To motivate their critique, Klopfstein et al. (2010) provide two analyses. First, they profile the phylogenetic informativeness of CO1 and 28S rRNA and reconstruct phylogeny for diplazontine parasitoid wasps. Second, they perform simulations to test the optimal rate of character change against a prediction based on four-taxon theory in Townsend (2007), addressing data sets of increasing numbers of taxa. With regard to their empirical data set, Klopfstein et al. (2010) find fault with the relation between the quartet-based (Townsend 2007) phylogenetic informativeness profile and the results of phylogenetic inference. Furthermore, they argue that their simulations indicate a dramatic trend in the optimal rate of change of a character for phylogenetic inference, such that the greater the taxon sampling, the slower the optimal rate of change of the characters. Here, we dispute these claims. Their discussion of the empirical data set does not establish reasonable expectations of the predictor and does not account for an important caveat to the Townsend (2007) phylogenetic informativeness approach. Furthermore, their simulated scenario can be more directly and comprehensively addressed with mathematical analysis. Regardless of how it is addressed, however, their scenario tests for an outcome that is not synonymous with informative data under increased taxon sampling. Consequently, Klopfstein et al. (2010) in fact predict the opposite relation between optimal rate of evolution and degree of taxon sampling to that which should be expected. Klopfstein et al. (2010) remark that, in their analysis of the Townsend (2007) phylogenetic informativeness profiles based on their diplazontine wasp data set, CO1 exhibits an informativeness that is higher across the entire history of their phylogeny, by a factor ranging from four at the root to much more at the tips. In contrast, they show, using the concatenated-alignment tree as the tree for comparison, that CO1 outperforms 28S rRNA by only a few additional nodes “correctly” resolved (33 were resolved correctly by CO1, whereas 26 were resolved correctly by 28S rRNA). However, we would point out that the higher phylogenetic informativeness of CO1 provides no clear expectation for how much better it will perform in terms of specific nodes; that performance depends completely on the distribution of how hard the unresolved nodes are to resolve. For instance, it could be the case that half of the internodes in a given phylogeny are long and recent and the corresponding clades are easy to resolve, and half are extremely short and deep and thus recalcitrant to any resolution. In that case, two genes featuring truly dramatically different informativeness could perform identically in terms of number of nodes resolved. Moreover, even if the distribution of difficulty of resolution across nodes is highly uniform, there is no reason to expect that an x-fold difference in informativeness would result in an x-fold difference in number of nodes resolved. It may require an x-fold difference in amount of informative data to resolve one additional node, an x2-fold difference to solve two additional nodes, an x3-fold difference to solve three additional nodes, etc. Although which gene performs better should generally correlate with the quantitative metric of informativeness, the degree and pattern of resolution of internodes as a consequence of that informativeness depends fundamentally on the true length of the relevant internodes. Klopfstein et al. (2010) more saliently take issue with the fact that the CO1 phylogenetic informativeness profile, while declining at deeper time scales, remains higher than the informativeness profile for 28S rRNA over the most deep nodes (Fig. 1). There are far fewer deep nodes than recent nodes, but if"
P1_psych,EXCLUDE,S1_PARTITION,,0,True,openalex,W2084955314,10.1177/0020764012438483,2012,International Journal of Social Psychiatry,Influence of dependent personality status on the outcome and health service costs of health anxiety,"OBJECTIVE: To assess the effect of dependent personality disturbance as an influence on the cost and clinical outcome of health anxiety. METHOD: In the course of a randomized trial of treatments for patients with high health anxiety over 12 months, we also recorded dependent personality status by two methods: the Personality Assessment Schedule (an observer-rated instrument) and the self-rated Dependent Personality Questionnaire (DPQ), the latter being administered at baseline, six months and 12 months. The two main hypotheses tested were that patients with dependent personality features would have a worse outcome and attract greater health service costs. RESULTS: Forty-nine patients took part in the trial; all had baseline dependent personality data, 44 provided health service costs, and 38 had observer-rated personality assessments. At baseline patients with any personality disorder had higher clinical ratings for health anxiety, and dependent personality disturbance, mainly in the form of personality difficulty, was associated with a worse outcome than those without dependent personalities after correction for baseline differences. The DPQ at a score of 15 successfully identified all patients with dependent personality disorder in both ICD and DSM classifications and showed a significant but relatively modest reduction in scores of 1.5 (13%) during the course of the 12-month trial. Costs in those separated by personality status showed those with dependent personality incurred 45% more health service costs than those without these personality characteristics (p = .10). No patient with dependent personality disorder dropped out of treatment compared with 6 out of 38 (16%) of those with no dependence. CONCLUSIONS: The DPQ is probably a reliable instrument for assessing dependent personality characteristics without the need for interview and its scores, unlike many ratings of personality, are stable over time. The findings may have been influenced by different responses to those treated in the trial with cognitive behaviour therapy compared with control treatment."
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W2034793520,10.1016/j.cnsns.2012.09.016,2012,Communications in Nonlinear Science and Numerical Simulation,Combined effects of correlated bounded noises and weak periodic signal input in the modified FitzHugh–Nagumo neural model,
P1_psych,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W3151665414,10.1097/mpg.0b013e318272aee7,2012,Journal of Pediatric Gastroenterology and Nutrition,Viral Hepatitis in Children,"During the last 30 years, pediatric hepatology has been transformed by advances in our understanding and management of a wide spectrum of liver diseases. Globally however, viral hepatitis remains one of the most important causes of liver disease in children. Major advances in this field include the discovery of the hepatitis C (HCV) and hepatitis E virus (HEV), the implementation of hepatitis B virus (HBV) and hepatitis A virus (HAV) vaccination, definition of the immunologic phases of HBV infection, and the development of treatments for chronic HBV and HCV infections. Advances in virology, epidemiology, and therapeutics have led to considerable progress in understanding and managing chronic HBV and HCV infection in childhood. Recent clinical guidelines provide evidence-based best practices for diagnosis and management of viral hepatitis in children (1–3). In developing countries, where routine HAV vaccination is not available, HAV infection is still common and is a leading cause of acute liver failure (ALF). This is in stark contrast to developed countries where the infection risk is now low. HBV infection remains a global public health problem. Although vaccination has reduced the prevalence of chronic hepatitis B infection in many countries, it is still high in areas such as Western Africa and Asia. Human immunodeficiency virus (HIV) coinfection has added to the complexity of managing these children. Although less common than HAV and HBV infection, increasing numbers of children with HCV are presenting for treatment. Despite the recent advances, optimal management is constrained by limited knowledge of important aspects such as the natural history of chronic infection, the effect of comorbid disease (such as nonalcoholic fatty liver disease and HIV), the management of immune-tolerant HBV infection, the role of combination therapy, and predictors of response to treatment. In developing countries, universal vaccination against hepatitis A and B, and Hepatitis E in high-risk areas, should be a health priority. The following articles from 6 continents focus on these infections and their contribution to liver disease in children. HEPATITIS IN CHILDREN IN NORTH AMERICA Key advances have been made in the diagnosis, prevention, and treatment of chronic HBV and HCV infection in childhood (1–3). HBV HBV vaccine has dramatically reduced the incidence of infection in US children younger than 15 years with a 98% reduction of acute HBV infection from 1990 to 2006. All of the infants in the United States should be vaccinated beginning at birth (and all of the children younger than 19 years who have not been vaccinated) and at 2 and 6 months, and those born to hepatitis B surface antigen (HBsAg)-positive mothers should receive vaccine plus one dose of hepatitis B immunoglobulin within 12 hours of birth (1,2). Approximately, 90% of HBV-infected infants and 20% to 25% of those infected before 5 years of age will develop chronic infection, compared with 5% for teens or adults. Four immunologic phases of infection have been defined, with most children remaining in the immune-tolerant phase throughout early childhood. For vertically transmitted cases, spontaneous seroconversion of hepatitis B e antigen (HBeAg) to anti-HBe is below 2% per year for those younger than 3 years and 4% to 5% for those older than 3 years. Horizontal transmission is associated with a higher (70%–80%) rate of seroconversion by age 20 years (1). Adults who acquired HBV during infancy or childhood have a 15% to 25% premature liver-related death rate (4). Treatment for HBV must be initiated at the proper time to achieve its full effect. Endpoints for treatment are undetectable serum HBV DNA levels, long-lasting HBeAg seroconversion, normalization of alanine transaminase (ALT), and improved liver histology. Although there are 7 US Food and Drug Administration–approved drugs for HBV in adults, only 4 are presently approved for children: adefovir dipivoxil for 12 years of age and older, entecavir for 16 years and older, interferon α-2b for 12 months and older, and lamivudine for 3 years and older. Adefovir and lamivudine are less potent, have few side effects, but may be associated with high rates of viral resistance (eg, 65% resistance rate for children receiving lamivudine for 36 months), thus potentially affecting future treatment options. Interferon-α, which must be injected subcutaneously, yields 26% seroconversion for HBeAg and 10% for HBsAg, and is not associated with development of viral resistance. Its use is hampered by significant side effects. Pegylated (PEG)-interferon is not approved in the United States for this indication; however, it is used in other countries with similar results but requiring fewer injections. Interferons are contraindicated in those with cirrhosis because it has precipitated hepatic failure and death. Antiviral therapy is reserved for those with active liver disease (elevated ALT and abnormal liver histology) who do not"
P2_within,EXCLUDE,"S1_PARTITION,S2_PSYCH",,0,False,openalex,W4299866981,10.48550/arxiv.1204.5445,2012,arXiv (Cornell University),A recent tipping point in the Arctic sea-ice cover: abrupt and\n persistent increase in the seasonal cycle since 2007,"There is ongoing debate over whether Arctic sea-ice has already passed a\n`tipping point', or whether it will do so in the future. Several recent studies\nargue that the loss of summer sea ice does not involve an irreversible\nbifurcation, because it is highly reversible in models. However, a broader\ndefinition of a `tipping point' also includes other abrupt, non-linear changes\nthat are neither bifurcations nor necessarily irreversible. Examination of\nsatellite data for Arctic sea-ice area reveals an abrupt increase in the\namplitude of seasonal variability in 2007 that has persisted since then. We\nidentified this abrupt transition using recently developed methods that can\ndetect multi-modality in time-series data and sometimes forewarn of\nbifurcations. When removing the mean seasonal cycle (up to 2008) from the\nsatellite data, the residual sea-ice fluctuations switch from uni-modal to\nmulti-modal behaviour around 2007. We originally interpreted this as a\nbifurcation in which a new lower ice cover attractor appears in deseasonalised\nfluctuations and is sampled in every summer-autumn from 2007 onwards. However,\nthis interpretation is clearly sensitive to how the seasonal cycle is removed\nfrom the raw data, and to the presence of continental land masses restricting\nwinter-spring ice fluctuations. Furthermore, there was no robust early warning\nsignal of critical slowing down prior to the hypothesized bifurcation. Early\nwarning indicators do however show destabilization of the summer-autumn sea-ice\ncover since 2007. Thus, the bifurcation hypothesis lacks consistent support,\nbut there was an abrupt and persistent increase in the amplitude of the\nseasonal cycle of Arctic sea-ice cover in 2007, which we describe as a\n(non-bifurcation) `tipping point'. Our statistical methods detect this `tipping\npoint' and its time of onset.\n"
